srcStateName,srcDistrictName,srcYear,Social group type,Land area size,Category of holdings,Net area sown,Area under current fallows,Net area cultivated,Uncultivated area ,YearCode,Year
Arunachal Pradesh,Lower Dibang Valley,2015-16,Institutional,(1.0-2.0),Small,8.475,3.855,12.33,4.62,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Lower Dibang Valley,2015-16,Institutional,(2.0-3.0),Semi-Medium,21,0,21,9.828,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Lower Dibang Valley,2015-16,Institutional,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Lower Dibang Valley,2015-16,Institutional,(3.0-4.0),Semi-Medium,13.86,0,13.86,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Lower Dibang Valley,2015-16,Institutional,(4.0-5.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Scheduled Caste,(3.0-4.0),Semi-Medium,1822.262,0,1822.262,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Institutional,20 & Above,Large,418.019,13.862,431.881,3.77,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Institutional,(3.0-4.0),Semi-Medium,13.313,0,13.313,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Institutional,(4.0-5.0),Medium,4.67,0,4.67,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Institutional,(5.0-7.5),Medium,21.03,0,21.03,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Institutional,(7.5-10.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,55.199,0,55.199,0.226,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Scheduled Tribes,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,12.729,0,12.729,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Scheduled Tribes,(4.0-5.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Scheduled Tribes,(5.0-7.5),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Saran,2015-16,Scheduled Tribes,Below 0.5,Marginal,339.251,4.46,343.711,6.448,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Institutional,(0.5-1.0),Marginal,29.047,0,29.047,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Institutional,Below 0.5,Marginal,1.637,0.44,2.077,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Others,(0.5-1.0),Marginal,22842.013,549.222,23391.235,89.044,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Others,(10.0-20.0),Large,5128.995,625.544,5754.539,100.483,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Others,(1.0-2.0),Small,52922.34,632.458,53554.798,296.743,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Others,(2.0-3.0),Semi-Medium,37863.075,629.431,38492.506,235.453,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Others,20 & Above,Large,1095.327,22.025,1117.352,1.232,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Others,(3.0-4.0),Semi-Medium,24193.449,583.551,24777,271.807,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Others,(4.0-5.0),Medium,17590.033,510.31,18100.343,174.695,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Others,(5.0-7.5),Medium,20909.478,1073.24,21982.718,367.808,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Others,(7.5-10.0),Medium,8857.969,514.847,9372.816,52.358,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Others,Below 0.5,Marginal,10840.771,142.338,10983.109,22.912,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Scheduled Caste,(0.5-1.0),Marginal,5962.88,155.972,6118.852,55.541,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Scheduled Caste,(4.0-5.0),Medium,1427.326,0,1427.326,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Scheduled Caste,(5.0-7.5),Medium,2070.585,0,2070.585,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Scheduled Caste,(7.5-10.0),Medium,1021.347,0,1021.347,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Scheduled Caste,Below 0.5,Marginal,411.952,0,411.952,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Scheduled Tribes,(0.5-1.0),Marginal,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Scheduled Caste,(10.0-20.0),Large,155.032,0,155.032,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Scheduled Caste,(1.0-2.0),Small,11328.328,138.131,11466.459,107.918,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Scheduled Caste,(2.0-3.0),Semi-Medium,5353.273,117.007,5470.28,147.811,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Scheduled Caste,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Scheduled Caste,(3.0-4.0),Semi-Medium,2429.714,38.398,2468.112,19.653,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Scheduled Caste,(4.0-5.0),Medium,1500.211,13.459,1513.67,58.381,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Scheduled Caste,(5.0-7.5),Medium,1038.027,23.564,1061.591,5.27,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Scheduled Caste,(7.5-10.0),Medium,383.86,0.498,384.358,3.708,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Scheduled Caste,Below 0.5,Marginal,2771.255,334.025,3105.28,6.674,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Scheduled Tribes,(0.5-1.0),Marginal,3420.736,143.047,3563.783,40.526,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Scheduled Tribes,(10.0-20.0),Large,323.636,40.56,364.196,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Institutional,(10.0-20.0),Large,68.352,0,68.352,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Institutional,(1.0-2.0),Small,26.281,0.877,27.158,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Institutional,(2.0-3.0),Semi-Medium,34.241,0.645,34.886,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Institutional,20 & Above,Large,0.656,0,0.656,64.972,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Institutional,(3.0-4.0),Semi-Medium,16.109,0,16.109,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Institutional,(4.0-5.0),Medium,8.138,0,8.138,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Institutional,(5.0-7.5),Medium,16.376,0,16.376,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Institutional,(7.5-10.0),Medium,9.717,0,9.717,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Institutional,Below 0.5,Marginal,43.186,0,43.186,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Others,(0.5-1.0),Marginal,10337.715,1117.131,11454.846,121.45,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Others,(10.0-20.0),Large,1.4,0,1.4,100.583,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Others,(1.0-2.0),Small,4263.128,1144.302,5407.43,21.882,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Others,(2.0-3.0),Semi-Medium,3592.57,72.15,3664.72,71.253,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Others,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Scheduled Tribes,(1.0-2.0),Small,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Scheduled Tribes,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Scheduled Tribes,(4.0-5.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Scheduled Tribes,(5.0-7.5),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Scheduled Tribes,(7.5-10.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Lower Dibang Valley,2015-16,Institutional,(5.0-7.5),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Lower Dibang Valley,2015-16,Institutional,(7.5-10.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Lower Dibang Valley,2015-16,Institutional,Below 0.5,Marginal,1.572,0,1.572,3.421,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Lower Dibang Valley,2015-16,Others,(0.5-1.0),Marginal,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Scheduled Tribes,(1.0-2.0),Small,8898.515,376.219,9274.734,82.454,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,5663.956,505.265,6169.221,92.498,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Scheduled Tribes,20 & Above,Large,35.281,0,35.281,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,2186.65,252.634,2439.284,37.594,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Scheduled Tribes,(4.0-5.0),Medium,1761.603,65.39,1826.993,25.857,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Scheduled Tribes,(5.0-7.5),Medium,1423.331,128.834,1552.165,23.164,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Scheduled Tribes,(7.5-10.0),Medium,752.033,77.824,829.857,32.461,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Panna,2015-16,Scheduled Tribes,Below 0.5,Marginal,1352.279,36.586,1388.865,7.337,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Institutional,(0.5-1.0),Marginal,27.075,0,27.075,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Institutional,(10.0-20.0),Large,209.38,0,209.38,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Institutional,(1.0-2.0),Small,64.231,0,64.231,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Institutional,(2.0-3.0),Semi-Medium,86.33,0,86.33,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Others,(3.0-4.0),Semi-Medium,1716.126,70.033,1786.159,90.057,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Others,(4.0-5.0),Medium,965.097,17.06,982.157,32.443,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Others,(5.0-7.5),Medium,573.539,24.796,598.335,43.498,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Lower Dibang Valley,2015-16,Others,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Arunachal Pradesh,Lower Dibang Valley,2015-16,Others,(1.0-2.0),Small,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Bhiwani,2015-16,Scheduled Tribes,Below 0.5,Marginal,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Faridabad,2015-16,Institutional,(0.5-1.0),Marginal,63.168,0,63.168,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Faridabad,2015-16,Institutional,(10.0-20.0),Large,564.012,0,564.012,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Faridabad,2015-16,Institutional,(1.0-2.0),Small,124.687,0,124.687,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Faridabad,2015-16,Institutional,(2.0-3.0),Semi-Medium,131.559,0,131.559,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Faridabad,2015-16,Institutional,20 & Above,Large,1539.336,0,1539.336,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Faridabad,2015-16,Institutional,(3.0-4.0),Semi-Medium,124.724,0,124.724,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Others,(7.5-10.0),Medium,133.142,75.368,208.51,78.92,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Others,Below 0.5,Marginal,16124.677,955.65,17080.327,97.273,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Scheduled Caste,(0.5-1.0),Marginal,2500.668,23.682,2524.35,84.155,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Scheduled Caste,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Institutional,20 & Above,Large,123.393,0,123.393,1.65,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Institutional,(3.0-4.0),Semi-Medium,62.342,0,62.342,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Institutional,(4.0-5.0),Medium,71.298,0,71.298,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Institutional,(5.0-7.5),Medium,132.161,0,132.161,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Institutional,(7.5-10.0),Medium,121.818,0,121.818,2.895,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Institutional,Below 0.5,Marginal,10.911,0,10.911,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Others,(0.5-1.0),Marginal,20265.747,96.297,20362.044,15.273,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Others,(10.0-20.0),Large,18608.312,288.46,18896.772,181.862,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Others,(1.0-2.0),Small,76035.235,161.012,76196.247,38.464,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Others,(2.0-3.0),Semi-Medium,59277.012,258.958,59535.97,61.568,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Others,20 & Above,Large,3263.469,285.727,3549.196,0.367,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Others,(3.0-4.0),Semi-Medium,45820.387,210.48,46030.867,68.631,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Others,(4.0-5.0),Medium,40623.799,225.85,40849.649,26.681,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Others,(5.0-7.5),Medium,57436.053,713.947,58150,79.221,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Others,(7.5-10.0),Medium,30856.812,382.381,31239.193,14.946,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Others,Below 0.5,Marginal,7128.399,22.284,7150.683,2.623,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Faridabad,2015-16,Institutional,(4.0-5.0),Medium,45.857,0,45.857,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Faridabad,2015-16,Institutional,(5.0-7.5),Medium,238.409,0,238.409,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Faridabad,2015-16,Institutional,(7.5-10.0),Medium,121.565,0,121.565,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Faridabad,2015-16,Institutional,Below 0.5,Marginal,34.686,0,34.686,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Faridabad,2015-16,Others,(0.5-1.0),Marginal,4200.91,0,4200.91,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Faridabad,2015-16,Others,(10.0-20.0),Large,3313.263,0,3313.263,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Scheduled Caste,(0.5-1.0),Marginal,4033.306,11.657,4044.963,0.796,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Scheduled Caste,(10.0-20.0),Large,337.955,3.482,341.437,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Scheduled Caste,(1.0-2.0),Small,10053.864,44.959,10098.823,5.032,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Scheduled Caste,(2.0-3.0),Semi-Medium,5385.499,29.731,5415.23,11.207,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Scheduled Caste,20 & Above,Large,22.688,0,22.688,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Scheduled Caste,(3.0-4.0),Semi-Medium,3038.289,28.458,3066.747,0.163,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Scheduled Caste,(4.0-5.0),Medium,3002.897,17.488,3020.385,12.578,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Scheduled Caste,(5.0-7.5),Medium,2171.465,33.216,2204.681,0.064,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Scheduled Caste,(7.5-10.0),Medium,791.92,0,791.92,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Scheduled Caste,(1.0-2.0),Small,599.775,5.47,605.245,1.151,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Scheduled Caste,(2.0-3.0),Semi-Medium,397.228,14.021,411.249,31.218,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Scheduled Caste,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Scheduled Caste,(3.0-4.0),Semi-Medium,192.063,0.029,192.092,25.546,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Scheduled Caste,(4.0-5.0),Medium,60.06,0,60.06,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Scheduled Caste,(5.0-7.5),Medium,65.109,0,65.109,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Scheduled Caste,(7.5-10.0),Medium,30.01,0,30.01,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Scheduled Caste,Below 0.5,Marginal,974.458,27.782,1002.24,0.017,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Scheduled Tribes,(0.5-1.0),Marginal,2813.683,8.171,2821.854,0.492,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Scheduled Tribes,(10.0-20.0),Large,805.047,21.579,826.626,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Scheduled Tribes,(1.0-2.0),Small,10547.575,64.802,10612.377,5.782,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,8077.647,44.731,8122.378,9.939,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Scheduled Tribes,20 & Above,Large,62.439,16.948,79.387,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,3736.022,12.503,3748.525,0.268,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Scheduled Tribes,(4.0-5.0),Medium,3892.119,28.601,3920.72,1.294,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Scheduled Tribes,(5.0-7.5),Medium,4028.652,155.414,4184.066,11.914,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Faridabad,2015-16,Others,(1.0-2.0),Small,6968.176,0,6968.176,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Faridabad,2015-16,Others,(2.0-3.0),Semi-Medium,5837.308,0,5837.308,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Faridabad,2015-16,Others,20 & Above,Large,1276.444,0,1276.444,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Faridabad,2015-16,Others,(3.0-4.0),Semi-Medium,4097.05,0,4097.05,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Faridabad,2015-16,Others,(4.0-5.0),Medium,2920.328,0,2920.328,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Faridabad,2015-16,Others,(5.0-7.5),Medium,4618.088,0,4618.088,0,2015,"Agriculture Year (Jul - Jun), 2015"
Haryana,Faridabad,2015-16,Others,(7.5-10.0),Medium,2586.542,0,2586.542,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Scheduled Tribes,(7.5-10.0),Medium,1350.9,45.498,1396.398,0.211,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Raisen,2015-16,Scheduled Tribes,Below 0.5,Marginal,616.776,2.679,619.455,1.041,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Rajgarh,2015-16,Institutional,(0.5-1.0),Marginal,16.149,0,16.149,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Rajgarh,2015-16,Institutional,(10.0-20.0),Large,35.282,0,35.282,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Rajgarh,2015-16,Institutional,(1.0-2.0),Small,57.77,0,57.77,1.457,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Rajgarh,2015-16,Institutional,(2.0-3.0),Semi-Medium,70.418,0,70.418,0.353,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Rajgarh,2015-16,Institutional,20 & Above,Large,87.192,0,87.192,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Rajgarh,2015-16,Institutional,(3.0-4.0),Semi-Medium,51.963,0.282,52.245,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Rajgarh,2015-16,Institutional,(4.0-5.0),Medium,25.696,0,25.696,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Rajgarh,2015-16,Institutional,(5.0-7.5),Medium,31.995,0,31.995,3.063,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Rajgarh,2015-16,Institutional,(7.5-10.0),Medium,41.333,0,41.333,0,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Rajgarh,2015-16,Institutional,Below 0.5,Marginal,9.548,0,9.548,0.969,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Rajgarh,2015-16,Others,(0.5-1.0),Marginal,30996.086,271.896,31267.982,1012.889,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Rajgarh,2015-16,Others,(10.0-20.0),Large,13679.619,579.015,14258.634,2134.768,2015,"Agriculture Year (Jul - Jun), 2015"
Madhya Pradesh,Rajgarh,2015-16,Others,(1.0-2.0),Small,91258.232,729.09,91987.322,5691.038,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Scheduled Caste,Below 0.5,Marginal,4147.982,13.898,4161.88,17.177,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Scheduled Tribes,(0.5-1.0),Marginal,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Scheduled Tribes,(10.0-20.0),Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Scheduled Tribes,(1.0-2.0),Small,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Scheduled Tribes,(2.0-3.0),Semi-Medium,8.097,0,8.097,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Scheduled Tribes,20 & Above,Large,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Scheduled Tribes,(3.0-4.0),Semi-Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Scheduled Tribes,(4.0-5.0),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
Bihar,Sheikhpura,2015-16,Scheduled Tribes,(5.0-7.5),Medium,0,0,0,0,2015,"Agriculture Year (Jul - Jun), 2015"
